title,seller,property_type,address,price,bedrooms,bathrooms,built_area,land_area,description,publication_date
"CASA EN VENTA DE 2 RECAMARAS CON TERRAZA EN EL CENTRO,Nuroa",Nuroa,Casa,"Barrio El Peñasco, Oaxaca, Oaxaca",11000000,2,2,188,155,"Excelente y hermosa casa ubicada en una de las mejores zonas de la ciudad de Oaxaca, a pocas calles a Santo Domingo, a la Iglesia de la Soledad y al zócalo, caminando se llega a diferentes zonas de interés, como el mercado 20 de noviembre, mercado de artesanías, museos, hoteles, casas de artesanías, bares, restaurantes típicos de comida oaxaqueña vegetariana y veganos, mercaditos orgánicos, plazas comerciales, bancos, casas de cambio, el famoso corredor turístico en la Calle de Alcalá.Se encuentra en un conjunto de 7 casas, accesando por una entrada común, es una casa donde se siente y se vive Oaxaca por toda la decoración y estilo típico oaxaqueño, mejor conocida como ""CASA SABINA"" por la emblemática ""María Sabina"" curandera, chaman mazateca y sabia de los hongos sagrados y sanadores del estado de Oaxaca-México.Es una casa remodelada recientemente, pensada y proyectada con todas las comodidades y para disfrutar de ella por estar en el corazón de Oaxaca y su bella terraza con una vista maravillosa a la ciudad.Actualmente se renta por Airbnb, donde la anfitriona es súper host.PLANTA BAJA:- Patio-pórtico en entrada a la casa, con una pequeña bodeguita.- Sala.- Comedor.- Un baño completo.- Cocina integral con barra desayunador.- Patio interior.- Área de servicio (lavadero, calentador de gas, instalación para lava-secadora).SEGUNDO NIVEL:- Hall o sala de estar- Dos recamaras amplias:- Recamara 1 con pequeño balcón y closet.- Recamara 2 con terraza y hermosa vista.- Un baño completo.- Segundo hall o sala de estar o como estudio.TERRAZA:- Amplia y fascinante terraza techada con estructura metálica con techo de carrizo con un diseño artesanal, con increíble vista a la ciudad de Oaxaca, con vista a la Iglesia de la Soledad y Santo Domingo, existe un anexo de la terraza para usos múltiples como acondicionar una cocina con asador, un taller, practicar yoga, etc.AMENIDADES:- Cisterna de 8 mil litros.- Pisos antiderrapantes en los baños.- Excelentes luminarias artesanales en toda la casa- Cortinas artesanales.- Cámara de vigilancia- Un tinaco de 1,100 litros.PRECIO DE VENTA:$11,000,000.00 (sin amueblar, se pueden vender algunos muebles a elección)PREVIA CITA:""INMOBILIARIA ZAGAO""Calle Boulevard de La Paz 102Colinas de La Soledad, OaxacaMARIA ZARATE OROZCO  GONZALO GALVAN FLORES",3 may 2023 - Publicado por Inmobiliaria Zagao
"CASA NUEVA EN VENTA 3 RECAMARAS COL.LOMA LINDA,Nuroa",Nuroa,Casa,"Loma Linda, Oaxaca, Oaxaca",6600000,3,4,280,147,"Hermosa y amplia casa con espacios acogedores para toda la familia, para estrenar con todas las comodidades y amenidades de buen gusto, con un toque moderno con acabados de primera calidad.Ubicada en la Colonia Loma Linda, con increíble vista a la ciudad, a escasos minutos a San Felipe, Col Reforma, centro, colegios como La Salle, Sport city, plazas, bancos, supermercados y comercio en general.Características:  147 m2 de Terreno  280 m2 de construcciónPLANTA BAJA:  Cochera para dos autos portón eléctrico.  Estancia  Comedor  Medio baño de visitas.  Amplia cocina integral  Patio de servicio con área de lavado. (lavadora, calentador de gas, lavadero)  Jardín trasero.PRIMER NIVEL:  Vestíbulo o hall  Recamara principal con baño completo y vestidor.  Dos recamaras con closet y baño completo cada una.SEGUNDO NIVEL:  Azotea o/y terraza.  Cuarto de servicio  Baño completo de servicio  Escalera de servicio.  Gas estacionario  Pisos de interceramic.  Griferia ""Helvex""  Sistema de bombeo inteligente (La bomba está sumergida en la cisterna).  Ventanas de aluminio.  Puertas y closets con acabados de encino.PRECIO DE VENTA:$6,600,000.00""INMOBILIARIA ZAGAO""Calle Boulevard de La Paz 102Colinas de La Soledad, OaxacaMARIA ZARATE OROZCO  GONZALO GALVAN FLORES",3 may 2023 - Publicado por Inmobiliaria Zagao
"CASA EN VENTA DE 3 RECAMARAS CON ESTUDIO EN LA LOMA,Nuroa",Nuroa,Casa en Fraccionamiento,"Fraccionamiento La Loma Ampliación, Oaxaca, Oaxaca",6500000,3,4,230,240,"Casa en venta en Fraccionamiento Privado con vigilancia las 24 horas con estricta vigilancia zona segura y tranquila, cerca de la Colonia Reforma, San Felipe y a escasos minutos al centro y Xochimilco, acceso rápido a comercios como escuelas, bancos, plazas, mercados, hospitales, etc.Se encuentra en calle privada.Una de las mejores zonas para vivir, el Fraccionamiento tiene jardines privados.Apta para remodelación al gusto del comprador.Superficie de terreno: 240 m2Superficie de construcción: 230 m2PROPIEDAD PUBLICA CON CARÁCTER DEFINITIVO.PLANTA BAJA:. Cochera para 2 autos, portón eléctrico, con jardineras.. Sala.. Comedor.. Cocina integral con estufa.. Un medio baño de visitas. (se puede convertir en baño completo). Alacena.. Estudio u oficina.. Jardín amplio trasero.. Cuarto de servicio.. Baño completo.. Patio de servicio (Lavadero, instalación para lavadora)SEGUNDO NIVEL:. Hall.. Un baño completo.. Tres Recamaras con closets cada una. (La principal con baño completo)AMENIDADES.. Cisterna de 3,500 litros. (se puede ampliar la cisterna).. Gas estacionario.PRECIO DE RENTA: $6,500,000.00Previa cita:""INMOBILIARIA ZAGAO""Calle Boulevard de La Paz 102Colinas de La Soledad, Oaxaca.MARIA ZARATE OROZCO  GONZALO GALVAN FLORES",3 may 2023 - Publicado por Inmobiliaria Zagao
"CASA DE TRES RECAMARAS EN ZONA CENTRO DIVISIÓN ORIENTE,Nuroa",Nuroa,Casa,"Barrio Ex-Marquezado, Oaxaca, Oaxaca",5600000,3,2,320,260,"Casa en Zona Centro, sobre División Oriente, a unas cuadras de la Iglesia de la Soledad, a tres minutos de Chedraui, del mercado de Jardín MaderoDos Plantas.Planta baja:· Cochera para 4 autos con portón eléctrico· Cisterna de 4000 litros· Patio amplio· área de lavado· Un cuarto de servicio con baño· Cuarto / bodega.· Cocina con cocina integral, estufa.· Hall· Un baño completo grande· Sala· Comedor· Estudio o recamara.Planta alta:· Hall· Tres recamaras con closet grandes· Un baño completo grande· Terraza.260 m2 de terreno320 m2 construcciónPRECIO DE VENTA:$5,600,000.00“INMOBILIARIA ZAGAO”Calle Boulevard de La Paz 102Colinas de La Soledad, OaxacaMARIA ZARATE OROZCO,GONZALO GALVAN FLORES",3 may 2023 - Publicado por Inmobiliaria Zagao
"CASA AMUEBLADA EN VENTA 3 RECAMARAS  Y UN BUNGALOW EN SAN FELIPE,Nuroa",Nuroa,Casa,"San Felipe del Agua, Oaxaca, Oaxaca",10300000,3,2,200,450,"Casa en venta en un solo nivel muy acogedora y cómoda con un exquisito estilo mexicano, con ladrillo aparente tradicional, con madera, azulejos de talavera en baños, con un amplio y bello jardín, donde se puede disfrutarlo desde un bello pórtico y apreciando los cerros de San Felipe.Ubicada en el bello poblado de San Felipe del agua con buenos accesos a tienditas, supecitos, mercaditos, transporte público, la magnífica iglesia de San Felipe, una excelente zona segura y tranquila, ya que se conecta muy cerca a los cerros de San Felipe para hacer caminatas disfrutando del aire libre en bicicleta o con tu mascota.Edificada en una sola planta, consta de:- Recibidor- Sala con chimenea- Comedor- Cocina integral- Un baño completo para visitas.- Tres recamaras amplias con closets cada una.- La recamara principal con vestidor y baño con tina.- Hermoso pórtico con vista al jardín.- Cochera para dos autos.- Área de lavado- Cisterna e 16 mil litros- Cuarto de servicio con baño.- JardínBungalow de dos nivelesPlanta Baja- Recamara con closet- Baño completoPlanta Alta- Sala- Comedor- Cocina integral- BalcónPRECIO DE VENTA:$10,300,000.00 Previa cita""INMOBILIARIA ZAGAO""Calle Boulevard de La Paz 102Colinas de La Soledad, OaxacaMARIA ZARATE OROZCO  GONZALO GALVAN FLORES",3 may 2023 - Publicado por Inmobiliaria Zagao
"Casa en Venta de un Nivel 2 Recamaras en San Felipe,Nuroa",Nuroa,Casa,"Barrio La Chigulera, Oaxaca, Oaxaca",7200000,2,1,150,938,"Casa habitación rustica campirana en un solo nivel de ladrillo rojo con techos altos de teja de dos aguas, vigas de madera, muy acogedora, fresca, iluminada, rodeada de bellos árboles frutales, ubicada en San Felipe, colinda con el parque Colosio, área segura, tranquila, con bellísima vista al poniente, se respira aire puro, a pocos minutos del sport city, Colonia Reforma y centro.Zona habitacional media-alta.Acceso rápido a medios de transporte, mercaditos, comercios varios, cerros y senderos para salir a caminar y andar en bicicleta.Propiedad privada.Servicios disponibles: Electricidad, Alumbrado público, línea telefónica e internet.Superficie de terreno: 938.24 m2Superficie construida: 150m2.. Cisterna de 20 mil litros con bomba automática.. Tanque de gas estacionario.. Barda de tabique.. Pórtico. Sala y comedor.. Cocina integral con barra desayunador. Dos recamaras (una con tapanco).. Un baño completo.. Fosa séptica.Precio de Venta $ 7,200,000.00Previa cita:“INMOBILIARIA ZAGAO”Calle Boulevard de La Paz 102Colinas de La Soledad, Oaxaca.",19 jul 2023 - Publicado por Inmobiliaria Zagao
"CASA EN VENTA 3 RECAMARAS EN SAN FELIPE,Nuroa",Nuroa,Casa,"Res Álamos, Oaxaca, Oaxaca",5900000,3,3,210,186,"Casa en un conjunto de 5 casas, (es la primera del conjunto) portón eléctrico, ubicada en zona exclusiva de San Felipe del Agua, cerca del Parque Colosio, a pocos minutos del Colegio La Salle, Sport City, cerros de San Felipe, ideal para caminar, andar en bicicleta, entorno campirano y residencial. 185.94 m2 de Superficie 209.82 m2 de Construcción PROPIEDAD CON CARÁCTER DEFINITIVO. Planta Baja: . Medio baño de visitas . Cocina Integral con estufa, campana y tarja doble . Sala- comedor. . Pequeña bodega. . Jardín trasero con palmeras crecidas. . Patio de servicio y cuarto de servicio con baño completo. Salida del área de servicio hacia la cochera) Segundo nivel: . Tres recamaras, la principal con baño completo y vestidor. . Área de estudio o TV. . Un baño completo para las dos recamaras. -Cochera para 2 o 3 autos -Gas estacionario - Cisterna de 10,000 lts - Calentador automático con encendido electrónico. PRECIO DE VENTA: $5,900,000.00 Previa cita: ""INMOBILIARIA ZAGAO"" Calle Boulevard de La Paz 102 Colinas de La Soledad, Oaxaca. MARIA ZARATE OROZCO   GONZALO GALVAN FLORES",20 jul 2023 - Publicado por Inmobiliaria Zagao
"Casa en venta 3 niveles, 10 recámaras, 9 baños, céntrica,Nuroa",Nuroa,Casa,"Estrella, Oaxaca, Oaxaca",5700000,10,9,430,166,Hermosa casa ubicada alrededor de plazas comerciales y negocios. Se encuentra cerca de centros educativos de todos los niveles. Cuenta con todos los servicios y calles pavimentadas,3 may 2023 - Publicado por Marino Bienes Raices
"CASA EN VENTA EN SAN MARTÍN MEXICAPAN-FRACCIONAMIENTO JARDINES DE LA SIERRA,Nuroa",Nuroa,Casa en Fraccionamiento,"Fracc Jardines de la Sierra, Oaxaca, Oaxaca",2850000,3,,145,100,"CASA EN VENTA EN FRACCIONAMIENTO JARDINES DE LA SIERRA OAXACACARACTERISTICASPLANTA BAJA-Sala-Comedor-Cocina integral equipada-1/2 Baño de visitas-Patio de Servicio-Cochera para un auto-Cisterna de 5,000 litros-Pequeña área de jardínPRIMER NIVEL-Recamara principal con vestidor y baño completo-2 Recamaras secundarias amplias-1 Baño completo compartido-Núcleo de escalerasAMENIDADES Y EQUIPAMIENTO-Cochera techada para 1 Auto-Cocina Integral equipada-Cisterna de 5,000 L-Calentador de deposito de 80 litros-Bomba sumergible manual-Lavadero en área de servicio-Presurizador",29 jul 2023 - Publicado por Arturo Unda
Nuroa,Nuroa,,,,,,,,,
"casa 5 habitaciones 5 1/2 baños 2 cocheras, patio de fiestas, electrificada.,Nuroa",Nuroa,Casa,"Central de Abasto, Oaxaca, Oaxaca",4600000,5,6,385,200,"Preciosa residencia con exelente ubicación a 2 cuadras de Liverpool Plaza Bella. Cuenta con dos cocheras ambas con portón eléctrico, recibidor, amplia sala y comedor, cocina integral, área de lavado, patio de servicio y patio de fiestas.Cuenta con 5 habitaciones y 5 1/2 baños y terraza.Paneles solares de 13 tubos 300 Lts/ cisterna de 10 mil LTS, está totalmente circulada y electrificada y cuenta con alarma.Llame hoy pra una cita",3 may 2023 - Publicado por Condor Bienes Raices
"Casa nueva 5 habitaciones 6 baños terraza para fiestas X Plaza Bella,Nuroa",Nuroa,Casa,"Lindavista, Oaxaca, Oaxaca",4600000,5,6,385,200,"En venta nueva y hermosa residencia a todo lujo a 6 cuadras de Plaza Bella. En realidad es una casa de bajo perfil ya que desde el exterior parecería una casa normal, no obstante es una residencia; cuenta con 2 cocheras con portón eléctrico, bodega, y una de las cocheras puede ser usada como despacho ya que cuenta con un baño completo.Sala y comedor amplios, cocina integral , terraza, asador, hielera, jardín de macetas y área de lavado. Cuenta igualmente enplanta baja con una habitación con su baño completo y un medio baño de visitas.En el segundo piso tiene 4 habitaciones y 3 baños, la habitación principal con su walking closet y es muy espaciosa. Tiene igualmente una terraza grande en este nivel.Es realmente una joya de diseño de espacios. Llmae hoy mismo para una cita:",3 may 2023 - Publicado por Condor Bienes Raices
"Espaciosa residencia de 4 recámaras 3 y medio baños, inmenso jardín,Nuroa",Nuroa,Casa,"Volcanes, Oaxaca, Oaxaca",7950000,4,4,190,736,"Esta puede ser la casa de sus sueños hechos realidad; sólida construcción de dos plantas, escalinata en piedra para dar acceso a la entrada principal, recibidor, medio baño de visitas, finos detalles de talavera, chimenea de ladrillo, ventanales de piso a techo, sala de doble altura, comedor con acceso a in gran balcón, cocina integral, estudio y por si fuera poco cuenta con una habitación en planta baja con su propio baño. En el primer nivel tenemos la espaciosa recámara principal con su baño completo y closet, además de una terraza con vista panorámica hacia la ciudad y hacia las montaños. Cuenta además con otras dos habitaciones que comparten un baño completo. En el exterior tiene una terraza con vista hermosa, ésta da a el gran jardín muy bien mantenido y tiene plantas de hornato así como árboles frutales y palmeras. La cochera para dos autos tiene su portón eléctrico. La casa se encuentra hacia la parte de atrás de la Igleia de San Felipe del Agua en la parte central del municipio. Sin duda una gran oportunidad de adquirir una propiedad con gran plusvalía. Llame para concertar una cita.",3 may 2023 - Publicado por Condor Bienes Raices
"Casa en venta nueva de 3 recámaras, Terminal de Autobuses. Santa Cruz Xoxocotlán,Nuroa",Nuroa,Casas En Condominios,"Estrella, Oaxaca, Oaxaca",2100000,3,1,90,135,"Venga a conocer maravillosa casa, lista para estrenarse! Chapa electrónica de código, huella y llave Iluminación automatizada por comandos de voz y dispositivos móviles Áreas comunes con cancha de football, cestas de basketball, gimnasio al aire libre y sanitrios Acceso controlado y vigilancias 24 horas",22 may 2023 - Publicado por Marino Bienes Raices
"PROPIEDAD  IDEAL PARA OFICINAS O NEGOCIO,Nuroa",Nuroa,Casa,"Santa Rosa Panzacola, Oaxaca, Oaxaca",2950000,7,2,,200,"PROPIEDAD IDEAL PARA OFICINAS, O NEGOCIO, A 5 MIN DE BODEGA AURRERA DE STA. ROSA, OAXACA, A SOLO UNAS CUADRAS DEL CRUCERO DE BRENAMIELPropiedad en buen Estado de conservación, ideal para, oficinas y/o negocio, ubicada a unos metros de la carretera y a 5 min de Bodega Aurrera, en Santa Rosa Panzacola.Construida en 2 nivelesPLANTA BAJA:-Local comercial amplio con 1/2 baño. -Cochera para 2 vehículos-Sala/comedor (Sala 1 de juntas, amplia)-baño completo, dividido el área de regadera del Wc- 4 habitaciones s/closets PLANTA ALTA:- 3 Recamaras amplias- 1 área como para Cocineta, cuenta con las salidas de agua, drenajes y gas, o se cancela y funciona como estudio -Sala 2 de juntas, amplia-1 Baño completoCon posibilidad de ampliar a 2 habitaciones más, o terraza. También cuenta con:-Cisterna con bomba-Calentador -Escalera caracol p/azotea, losa plana.*Cercanía con Guarderías, Escuelas de nivel básico y superior públicas y privadas, centro comercial, bancos, deportivo y clínicas de salud.Mayores InformesPREVIA CITAPAULINA JIMENEZ,. EasyBroker ID: EB-JT6096",21 jun 2023 - Publicado por PROISA INMOBILIARIA
"CASA EN VENTA EN BARRIO DEL EX MARQUEZADO-OAXACA,Nuroa",Nuroa,Casa,"Barrio Ex-Marquezado, Oaxaca, Oaxaca",6000000,4,,162,277,DESCRIPCIÓNPLANTA BAJA-Sala-Comedor-Cocina-3 habitaciones-2 baños completos-1/2 baño-Patio de servicio-Cochera para 2 autos-Patio Central-Área de lavaderoPLANTA ALTA-1 habitaciónEQUIPAMIENTO URBANO Y SERVICIOS-Red de energía eléctrica-Red de alumbrado público-Red de agua potable-Red de drenaje y alcantarillado-Calles pavimentadas-Transporte inmediato,29 jul 2023 - Publicado por Arturo Unda
"CASA RESIDENCIAL DONAJÍ - Oaxaca de Juarez,Nuroa",Nuroa,Casa,"Volcanes, Oaxaca, Oaxaca",7400000,5,,315,298,"CASA EN COL. DONAJÍ, OAXACAA 2 min. de San Felipe del AguaPrecio: $7,400,000.00PLANTA BAJA-Recámara con Baño completo y Vestidor -Estudio -Recibidor -Sala -Comedor -Cocina integral equipada (estufa, campana, tarja, horno y refrigerador) -1/2 Baño para visitas -Cuarto de lavado -Cochera para 2 vehículos grandes1er NIVEL - Recámara 1 con doble vestidor y Baño completo - Recamara 2 con closet y Baño completo - Recamara 3 con Vestidor y Baño completo - Recamara 4 Closet y Baño completo - Sala de T.VAMENIDADES -Alberca climatizada -Cuarto de Juegos -Regadera para alberca - Iluminación de escaleras tipo LED forradas con cedro -Isla forrada con Mármol -Tocadores de baño con luzEQUIPAMIENTO -Gas estacionario -Calentador solar -Aire acondicionado en todas las recamaras -Cisterna de 25,000 litros -Iluminación tipo LED en sala y recibidor -Preparaciones para circuito cerrado de TV",29 jul 2023 - Publicado por Arturo Unda
"SE VENDE CASA EN EL CENTRO HISTÓRICO DE OAXACA,Nuroa",Nuroa,Casa,"Barrio Ex-Marquezado, Oaxaca, Oaxaca",15000000,10,10,479,479,"CASONA EN VENTA EN EL CENTRO DE OAXACA, UBICADA ENFRENTE DEL JARDÍN MADERO.Extraordinarios espacio para lograr un ambiente perfecto. La casa se puede usar para cualquier giro comercial o para casa habitación, cuenta con departamentos  personalizados y varían en tamaño y decoraciónConstruida en dos niveles Superficie de terreno: 479.552 M2 Un local muy amplio para cualquier uso  Estacionamiento para cinco autosCuenta con siete departamentos personalizados que actualmente funcionan para Airbnb Cada departamento cuenta con dos habitaciones, sala comedor, cocina, dos Baños, estacionamiento. Cuenta con calentadores solares e instalaciones de gas para cocineras La instalación eléctrica se divide en dos sectores y se renovó recientemente Desde $15,000,000.00 ( Quince millones de pesos )",29 jul 2023 - Publicado por GABRO
"EN VENTA LINDA CASA UBICADA EN SAN FELIPE DEL AGUA,Nuroa",Nuroa,Casa,"Oaxaca, Oaxaca",9600000,3,4,350,275,"Se encuentra ubicada en la calle catalina, enfrente del hotel casa bonita, cuenta con amplios espacios, con una hermosa terraza y un amplio patio para el área social.el lugar perfecto para aquellos que buscan un lugar acogedor y con buena ubicaciónla casa cuenta con suficiente agua todo el tiempo.construida en dos niveles y áreas verdes en zonas específicasprimer niveljatdincochera techada para dos autos ((automática )tecibidorcomedormedio bañococina equipadasala principalsala de trabajodos amplías recamaras cada una con baño y aire acondicionadosala de televisiónamplio patio para el área sociallavanderiacisterna de 12.000 mil litrossegundo niveluna recámara muy amplia con vestidor , baño y terrazasuperficie de terreno: 275 M2superficie de construcción : 350 M2desde $10,000,000.00 ( diez millones de pesos )",28 jul 2023 - Publicado por GABRO
"SE VENDE AMPLIA CASA EN EL FRACC.  LA LOMA, COLONIA LA CASCADA,Nuroa",Nuroa,Casa,"Estrella, Oaxaca, Oaxaca",4800000,4,4,284,278,"CADA ZONA TIENE SU MAGIA!!SE VENDE AMPLIA CASA EN EN EL FRACC. LA LOMA, COLONIA LA CASCADA.Amplia casa en venta en el fraccionamiento la loma linda, la cascada.ubicada en un fraccionamiento cómodo y seguro donde puedes llegar fácilmente caminando a la col. Reforma, al Barrio de Xochimilco, cuenta con vigilancia las 24 horas del día.- Primer nivelEstacionamiento para 3 autosUna recámara con baño completoPatio de servicioCisterna de 15.000 mil litrosSistema de seguridad con barda electrificada.Segundo nivelSalaComedorCocina integralSala de televisión amplia1 recámara con baño completo2 recamaras con baño completoPatio ( las recamaras son muy amplias )Superficie de terreno: 284M2Construcción: 279 M2 renta por día: $1,200.00 Citas e informes al95",4 ago 2023 - Publicado por GABRO
"CASA NUEVA  ZONA NORTE DE LA CIUDAD DE OAXACA,Nuroa",Nuroa,Casa,"Microondas, Oaxaca, Oaxaca",3950000,4,3,220,150,"AMPLIA CASA NUEVA  DE 150 M2  ZONA NORTE DE ALTA PLUSVALÍA,  CON RÁPIDOS ACCESOS A COLONIA REFORMA, SAN FELPE DEL AGUA Y CENTRO DE LA CIUDAD, A SOLO 3 KM AL NORTE DEL BARRIO DE XOCHIMILCO CONSTRUCCIÓN TRADICIONALPLANTA BAJA:*COCHERA PARA 2 AUTOS * PORTÓN ELÉCTRICO*SALA*1  BAÑO COMPLETO*  ESTUDIO/RECAMARA *COMEDOR*COCINA EQUIPADA (cocina integral y barra de granito)*CISTERNA CON BOMBAPLANTA ALTA:* RECAMARA PRINCIPAL CON BAÑO COMPLETO ( vestidor, aire acondicionado)*1 BAÑO COMPLETO COMPARTIDO*2 RECAMARAS SECUNDARIAS CON CLOSETS AZOTEA:"" PERGOLA*TERRAZA CON ASADOR (vista a las montañas)NOTA: Pisos de loseta calidad InterceramicMAYORES INFORMES PREVIA VITACEL:,. EasyBroker ID: EB-MB6762",4 jul 2023 - Publicado por PROISA INMOBILIARIA
"Casa en venta en Col. Antiguo Aeropuerto, Oaxaca.,Nuroa",Nuroa,Casa,"Reforma, Oaxaca, Oaxaca",4200000,3,2,250,200,"En venta casa uubicada en Col. Antiguo Aeropuerto, muy cerca de Chedraui de Col. Reforma. Magnífica ubicaciónen zona tranquila, de fácil acceso y de alta plusvalía, a 15 minutos del centro de la ciudad, a 100 m de Col. Reforma.Cerca de de la zona comercial,colegios de prestigio, Bancos, supermercados. clínicas.Construcción de dos plantas.Planta baja: Estacionamiento, amplia sala, comedor, cocina, baño de visitas, jardín, área de lavado y tendido, cisterna.Segundo nivel: Sala de TV, terraza, 2 recámaras una de ellas con vestidor y baño completo, 1 baño completo más, cuarto de servicio con baño completo.Amenidades:Portón y piso de loseta en cochera, cisterna con bomba, área de servicio totalmente cerrada, bardas altas en perímetro, patio posterior con piso de loseta.No dejes pasar esta oportunidad de ser el dueño de esta magnífica casa, haz tu cita hoy mismo, ¡te va encantar!Nota: El precio no incluye gastos de escrituración e impuestos por adquisición del inmueble.",16 jun 2023 - Publicado por CV ASESORIA INMOBILIARIA
"AMPLIA CASA EN VENTA CERCA DE LA CARRET INTERNACIONAL, OAX-MEX,Nuroa",Nuroa,Casa,"La Magueyera, Oaxaca, Oaxaca",2700000,5,2,150,209,"AMPLIA CASA EN VENTATRINIDAD DE VIGUERA, PARAJE LOS GUAJES$2,700.000 Regimen EjidalTodos los serviciosMuros estructurales y ventanales P. BAJAAmplia Sala, Cocina integral  Amplio ComedorEstudio, 1/2 baño, patio de servicioJardinCochera para 3 coches P. ALTA 1 Recamara (Baño propio) y Balcon1 Recamara (Baño propio)2 Recamaras1 Baño completo.Terraza ampliaArea de tendidocisterna de 10 000 mil litros Medidas:11.60 x 19 mtsVista panorámicaSOLO DE CONTADO",20 jun 2023 - Publicado por AGENTES DE BIENES INMUEBLES OAXACA
"REMATO CASAS EN SANTA ROSA OAXACA DE JUAREZ,Nuroa",Nuroa,Casa,"Santa Rosa Panzacola, Oaxaca, Oaxaca",5500000,8,6,,681,"Inmueble ubicad en Fraccionamiento los Sauces a solo unas cuadras del Mercado Zonal de Santa Rosa. CONSTA DE Casa de un solo nivel:-3 Recamaras -Sala/comedor-Cocina -3 Baño completos uno en cada habitacion -Patio de Servicio-Alberca / para rehabilitar -Amplio Jardín- amplio estacionamiento para 4 autos Bungalow Adjunto:-1 Recamara-1 Baño completo -Sala -CocinetaDepartamento 1 en planta alta -2 Recamaras-Sala/comedor -1 Baño completo  -CocinetaDentro  2   con salida independiente, el cual consta de:-Sala/comedor -Cocineta -2 Recamaras-1 Baño completo-Patio de servicio- jardin Cercanía con escuelas de nivel básico, media superior y superior (publicas y privadas), bancos, mercado zonal y de auto servicio.APLICA PARA CREDITOPRECIO NEGOCIABLE.Mayores informes, previa cita. EasyBroker ID: EB-CJ5462",21 jun 2023 - Publicado por PROISA INMOBILIARIA
"CASA EN VENTA 5 MINUTOS DE LA CD DE OAXACA,Nuroa",Nuroa,Casa,"Fraccionamiento Las Palmas, Oaxaca, Oaxaca",1900000,3,1,120,80,"Fracc. Lomas de San Juan, Oaxaca de JuárezCerca del Parque del AmorA 10 minutos del centro de la Ciudad2 Niveles3 Recamaras (una recamara con closet)SalaComedorCocina (cocina integral)BañoPatio de servicioCochera cerrada para un vehículoPropiedad privadaTodos los serviciosTerreno de 80 m2Medidas: 8 x 10120 m2 de construcción.Precio $ 1, 900,000",27 jun 2023 - Publicado por AGENTES DE BIENES INMUEBLES OAXACA
"AMPLIA CASA EN ZONA NORTE VENTA A 10 MIN DEL CD DE OAXACA,Nuroa",Nuroa,Casa,"Volcanes, Oaxaca, Oaxaca",4700000,3,1,203,322,"AMPLIA CASA EN ZONA NORTE EN VENTAMuy cerca del mercados paz miguelesCasa de un solo nivel  Estacionamiento para 4 autos, patio de servicio, sala, comedor, cocina integral, 1 recámara con baño, 2 recámaras y un baño independientepropiedad privada322 mts de superficie203 mts de construcción",27 jun 2023 - Publicado por AGENTES DE BIENES INMUEBLES OAXACA
"CASA  EN REMATE ZONA XOXO-CUILAPAM Oaxaca,Nuroa",Nuroa,Casa,"Fraccionamiento Los Ríos, Oaxaca, Oaxaca",1500000,4,3,160,200,"CASA CON AMPLIO TERRENO EN CUILAPAM OAX *EXCELENTE OPORTUNIDAD DE INVERSIÓN* Ubicada en los límites de santa Cruz xoxocotlan y CUILAPAM DE GUERRERO,  *sector cruz blanca Rancho Aguayo* , a solo 30 minutos del centro de la ciudad y a solo 5 min de la camara de diputados y de la universidad Anáhuac  *1,500,000 Sup terreno 200 m2 Descripción:Consta de dos construcciones en su interior: CASA HABITACIÓN PRINCIPALConstruida en dos niveles Planta baja (habitable)SalaComedor Cocina Recamara / Estudio Baño completo ( separado Wc y regadera) Patio de servicio * *Pisos con Acabados  en loseta , muros y techos aplanados en cemento , con excepción del baño este está en obra negra, cableado en toda esta planta.*  Planta alta ( *OBRA NEGRA)*   3 Recámaras Vestíbulo 1Baño completo  *BUNGALOW con terraza y 1 baño completo*  *( habitable)* Construido en un solo nível con Muros de ladrillo, aplanado fino y piso pulido, el baño cuenta con pisos en azulejo , calentador.El techo de este es base de galva teja. *CUENTA CON LUZ, DRENAJEPOZO DE AGUA ANILLADO CON BOMBA, TINACO DE 1,100 lts *PROPIEDAD, REGISTRO DEFINITIVO, LIBRE DE GRAVAMEN.* Acepta Pago en efectivo o crédito hipotecario el que aplique sino cuenta con uno le apoyamos en la asesoría y trámiteCITA PREVIAPaulina Jiménez,. EasyBroker ID: EB-MM1441",20 jul 2023 - Publicado por PROISA INMOBILIARIA
"Casa en venta, en san Felipe del agua, con amplio jardín,Nuroa",Nuroa,Casa en Fraccionamiento,"Volcanes, Oaxaca, Oaxaca",12250000,4,3,217,514,"Residencia en venta ubicada en la zona más exclusiva de la ciudad d oaxaca, cuenta con todos los servicios Sala comedor Cocina Cuarto de TV 4 recámaras 3 baños completos  Cuarto de servicio Área de lavado Terraza con asador Cochera para 3 vehículos Porton eléctrico Área de jardín Cisterna de 19 mil litros","Hace 2 semanas, 5 días - Publicado por Inmobiliaria Cemkas"
